Question_ID,Question,KC,label
1261,"Question: Diane wants to buy a package of cookies. The cookies cost 65 cents. Diane has 27 cents. What's the difference between the cost of the cookies and the money of Diane?
Solution: 38 (cents)
Steps: 65-27=38",2.OA.A.1,9
196,"Question: Bryan has 50 skittles. Ben has 20 M&M's. Who has more?
Solution: Bryan
Steps: 50 skittles(Bryan) > 20 skittles(Ben)",1.NBT.B.3,0
374,"Question: Andrew's 4 friends decided to bring food as well. If each of them brought 4 slices of pizza, how many slices of pizza do they have in total?
Solution: 16 (slices of pizza)
Steps: 4*4=16",3.OA.A.3,18
2153,"Question: John has twelve shirts. Later he bought four more shirts. How many shirts does John have total?
Solution: 16 (shirts)
Steps: 12+4=16",1.OA.A.1,1
1209,"Question: Jeremy has two pieces of wood: one is 90 inches and the other is 72 inches. He wants to cut both pieces of wood into smaller pieces so that all these pieces are the same length. How long does he cut the both pieces of wood?
Solution: 18 (inches)
Steps: GCD(72,90)=18",6.NS.B.4,38
1071,"Question: The teacher gave 29 gold stickers to the first student, 35 gold stickers to the second student, 41 gold stickers to the third student, 47 gold stickers to the fourth student, and 53 gold stickers to the fifth student. If this pattern continues, how many gold stickers will the teacher give to the sixth student?
Solution: 59 (gold stickers)
Steps: 29, 35, 41, 47, 53, 59",3.OA.D.9,20
488,"Question: Jane helped her mom prepare fresh lemonade. If each glass needs two lemons, how many glasses of fresh lemonade can she make if they have 18 lemons?
Solution: 9 (glasses)
Steps: 18/2=9",3.OA.A.3,18
126,"Question: Josh had 142 pencils. He gave 31 pencils to Dorothy. How many pencils does Josh have left?
Solution: 111 (pencils)
Steps: 142-31=111",2.NBT.B.7,8
2198,"Question: At a company picnic three managers and three employees decided to start a game of volleyball. If they split into three teams, how many people would be on each team?
Solution: 2 (people)
Steps: (3+3)/3=2",3.OA.D.8,19
1788,"Question: For Paige's birthday she received 2 dollars from her friends and 3 dollars from her relatives. How much money did she get for her birthday?
Solution: 5 (dollars)
Steps: 2+3=5",K.OA.A.2,49
700,"Question: Jacqueline had 16 plums, 18 guavas and 21 apples. She gave some of them to Jane and had 15 fruits left. How many fruits did Jacqueline give Jane?
Solution: 40 (fruits)
Steps: 16+18+21-15=40",2.OA.A.1,9
2194,"Question: A pet shelter had twenty-three puppies when another two were brought in. If five puppies a day are adopted, how long would it take for all of them to be adopted?
Solution: 5 (days)
Steps: (23+2)/5=5",3.OA.D.8,19
1407,"Question: Five years hence, the age of Jacob will be three times that of his son. Five years ago, Jacob's age was seven times that of his son. What are their present ages?
Solution: 40 (years old); 10 (years old)
Steps: x:Jacob's age; y:The age of Jacob's son; x+5=3(y+5); x-5=7(y-5)",8.EE.C.8,47
1817,"Question: Roger was reading through his favorite book series. He had 30 books to read total. If he read 6 books each week, how many weeks would it take him to finish the series?
Solution: 5 (weeks)
Steps: 30/6=5",3.OA.A.3,18
444,"Question: The sanctuary also includes several swamp areas where most of the reptiles usually reside. If there are 4 swamps, each having 356 different reptiles, how many reptiles are living in the swamp areas?
Solution: 1424 (reptiles)
Steps: 4*356=1424",4.NBT.B.5,25
751,"Question: Gary had some stickers. He gave 42 stickers to Lucy and 26 stickers to Alex. If he had 31 stickers left, how many stickers did Gary have at first?
Solution: 99 (stickers)
Steps: 42+26+31=99",2.OA.A.1,9
892,"Question: Anna has a total of 28 nickels and dimes in her piggy bank. She has 8 fewer nickels than dimes. How many dimes does Anna have?
Solution: 18 (dimes)
Steps: y:The number of dimes; (y-8)+y=28",6.EE.B.6,35
1607,"Question: An electronics store had 163 video games. If they put them on shelves with 84 on each shelf, about how many shelves would they need?
Solution: 2 (shelves)
Steps: 163/84=1 r79",5.NBT.B.6,33
785,"Question: There were 44 laptops in the shop, and Mike divided them equally into 5 rows. How many are left?
Solution: 4 (laptops)
Steps: 44/5=8 r4",4.NBT.B.6,26
259,"Question: After eating a hearty meal, they went to see the Buckingham Palace. There, Rachel learned that 583 visitors came to the palace that day. If there were 246 visitors the previous day, how many visited the palace within 2 days?
Solution: 829 (visitors)
Steps: 583+246=829",2.NBT.B.7,8
1061,"Question: A pet supply chain called Pet City has 5 hamsters and 6 gerbils for sale at its Allenville location. At its Westford location there are 7 hamsters and 12 gerbils. Which location has a lower ratio of hamsters to gerbils?
Solution: Westford location
Steps: 5/6(Allenville location) > 7/12(Westford location)",6.RP.A.3,40
1731,"Question: Each table in a break room can seat eight people. If the break room has four tables, how many people can sit in there?
Solution: 32 (people)
Steps: 8*4=32",3.OA.A.3,18
78,"Question: Molly had 14 candles on her birthday cake. She grew older and got 6 more on her birthday cake. How old is Molly now?
Solution: 20 (years old)
Steps: 14+6=20",1.OA.A.1,1
2054,"Question: Jason and Lexi are shelving books at a public library. Jason shelves 6 books at a time, whereas Lexi shelves 17 at a time. If they end up shelving the same number of books, what is the smallest number of books each could have shelved?
Solution: 102 (books)
Steps: LCM[6,17]=102",6.NS.B.4,38
881,"Question: There are four pieces of paper in a bag. Each paper has a number on it. The numbers are 19, 23, 34, and 38. Harry took out one piece of paper. The sum of the remaining numbers was 76. What number did Harry remove from the bag?
Solution: 38
Steps: (19+23+34+38)-76=38",3.NBT.A.2,13
679,"Question: Mrs. Hilt has 6 pizzas. Each pizza has 6 slices. She sold one-fourth of the pizza slices. How many slices were left?
Solution: 27 (slices)
Steps: (6*6)-(36/4)=27",3.OA.A.3,18
679,"Question: Mrs. Hilt has 6 pizzas. Each pizza has 6 slices. She sold one-fourth of the pizza slices. How many slices were left?
Solution: 27 (slices)
Steps: (6*6)-(36/4)=27",2.OA.A.1,9
844,"Question: Three workers, A, B, and C are working in a bicycle factory. A finishes assembling a bike every 1 h 30 min. B finishes assembling a bike every 2 h. C finishes assembling a bike every 1 h. If they started assembling three bikes at the same time at 8:10, at what time would they start assembling at the same time again?
Solution: 14:10:00
Steps: (8*60 (min/hour) + 10) + LCM[90,120,60] + 0 = 850 (min); 850/60 (min/hour)=14 r10; hh:mm=14:10",4.MD.A.2,21
844,"Question: Three workers, A, B, and C are working in a bicycle factory. A finishes assembling a bike every 1 h 30 min. B finishes assembling a bike every 2 h. C finishes assembling a bike every 1 h. If they started assembling three bikes at the same time at 8:10, at what time would they start assembling at the same time again?
Solution: 14:10:00
Steps: (8*60 (min/hour) + 10) + LCM[90,120,60] + 0 = 850 (min); 850/60 (min/hour)=14 r10; hh:mm=14:10",5.NBT.B.6,33
844,"Question: Three workers, A, B, and C are working in a bicycle factory. A finishes assembling a bike every 1 h 30 min. B finishes assembling a bike every 2 h. C finishes assembling a bike every 1 h. If they started assembling three bikes at the same time at 8:10, at what time would they start assembling at the same time again?
Solution: 14:10:00
Steps: (8*60 (min/hour) + 10) + LCM[90,120,60] + 0 = 850 (min); 850/60 (min/hour)=14 r10; hh:mm=14:10",6.NS.B.4,38
349,"Question: He wanted to make sure that he is protected from the cold evenings in the forest so he decided to build a fireplace made of cement. If he bought 215 lbs of cement and his son brought another 137 lbs, how much cement did he have originally if he now has 450 lbs?
Solution: 98 (lbs)
Steps: 450-(215+137)=98",3.NBT.A.2,13
925,"Question: Lisa invited the entire third grade to her party. There are 48 students altogether. 23 of the students are boys and 25 are girls. 9 students will not be able to go to the party. How many students will be there?
Solution: 39 (students)
Steps: 48-9=39",2.OA.A.1,9
1540,"Question: Robin wanted to drink exactly nine bottles of water each day, so she bought six hundred seventeen bottles when they were on sale. How many more bottles will she need to buy on the last day?
Solution: 4 (bottles)
Steps: 617/9=68 r5; 9-5=4",5.NBT.B.6,33
1540,"Question: Robin wanted to drink exactly nine bottles of water each day, so she bought six hundred seventeen bottles when they were on sale. How many more bottles will she need to buy on the last day?
Solution: 4 (bottles)
Steps: 617/9=68 r5; 9-5=4",K.OA.A.2,49
641,"Question: Lucy has an aquarium with 212 fish. She wants to buy 68 more fish. How many fish would Lucy have then?
Solution: 280 (fish)
Steps: 212+68=280",2.NBT.B.7,8
1381,"Question: There are thirty-three rose bushes and thirty-seven oak trees currently in the park. Park workers will plant more rose bushes today. When the workers are finished there will be ninety-eight rose bushes in the park. How many rose bushes did the workers plant today ?
Solution: 65 (rose bushes)
Steps: 98-33=65",2.OA.A.1,9
1123,"Question: Andrew and Jeffrey walk together. When the ratio of Andrew's steps to Jeffrey's steps was 3:4. If Andrew walks 150 steps, how many steps does Jeffrey walk?
Solution: 200 (steps)
Steps: 3:4=150:200",6.RP.A.3,40
826,"Question: Tim's shoe is 18 cm long. John's shoe is 2 cm longer than Tim's. Who has the longer shoe?
Solution: John
Steps: 18 cm(Tim) < 18+2=20 cm(John)",1.OA.A.1,1
2065,"Question: There are less than 6 dozen eggs in a basket. If the eggs are counted 2, 3, 4, or 5 at a time, there are none left over. How many eggs are there in the basket?
Solution: 60 (eggs)
Steps: LCM[2,3,4,5]=60",6.NS.B.4,38
2204,"Question: Chloe was making baggies of cookies with seven cookies in each bag. If she had thirty-four chocolate chip cookies and twenty-nine oatmeal cookies, how many baggies could she make?
Solution: 9 (baggies)
Steps: (29+34)/7=9",3.OA.D.8,19
2284,"Question: Philip has 60 bottle caps stored in boxes. If the are 60 boxes, how many bottle caps must go in each box?
Solution: 1 (bottle cap)
Steps: 60/60=1",3.OA.A.3,18
1010,"Question: Alvin had 57 marbles and played two games. He lost 18 marbles during the first game. He won 25 marbles during the second game. How many marbles did Alvin have then?
Solution: 64 (marbles)
Steps: 57-18+25=64",2.OA.A.1,9
672,"Question: Ms. Baker has 17 cupcakes. She wants to share them equally among her 3 children so that no one gets more than anyone else. If she gives each child as many cupcakes as possible, how many cupcakes will be left over for Ms. Baker to eat?
Solution: 2 (cupcakes)
Steps: 17/3=5 r2",4.NBT.B.6,26
2163,"Question: A clown gave away eleven balloons to girls and three balloons to boys. How many balloons did he give away total?
Solution: 14 (balloons)
Steps: 11+3=14",1.OA.A.1,1
242,"Question: Their next destination is Lake Erie. Still in a contest, Hazel caught 48 different fishes while her father caught 46. How many fishes did they catch in Lake Erie?
Solution: 94 (fishes)
Steps: 48+46=94",2.OA.A.1,9
417,"Question: When he arrived there, he went on to climb to the top of the falls. It usually takes 30 minutes for someone to get to the top. Stanley took time to see the view so his climb took 7 times longer than the usual. How many minutes did it take Stanley to get to the top?
Solution: 210 (minutes)
Steps: 30*7=210",3.NBT.A.3,14
1889,"Question: The host prepared nineteen cakes for the party. After the party he had nine left. How many cakes did people eat in the party?
Solution: 10 (cakes)
Steps: 19-9=10",1.OA.A.1,1
1278,"Question: While playing a video game Victor lost fourteen lives. Now he has two lives. What's the difference between the number of the lives that Victor lost and now?
Solution: 12 (lives)
Steps: 14-2=12",1.OA.A.1,1
149,"Question: Mrs. Hilt and her sister drove to a concert 78 miles away. They drove 32 miles and then stopped for gas. Her sister put 28 gallons of gas in the car. How many miles did they have left to drive?
Solution: 46 (miles)
Steps: 78-32=46",2.OA.A.1,9
2127,"Question: Henry had $54. Later he sold some of his old toys and got another $2. How much money does he have total?
Solution: 56 (dollars)
Steps: 54+2=56",2.OA.A.1,9
832,"Question: The weight of 2 bags of chips is 800 g. The total weight of 5 such bags of chips and 4 bottles of juice is 2 kg 200 g. How much heavier is a bag of chips than a bottle of juice?
Solution: 350 (g)
Steps: (800/2)-((2200-(800/2)*5)/4)=350",4.MD.A.2,21
1613,"Question: A book had a length of 2 inches and a width of 3 inches. What is the area of the book?
Solution: 6 (square inches)
Steps: 2*3=6",4.MD.A.3,22
2203,"Question: While playing at the arcade, Kaleb won eight tickets playing 'whack a mole' and seven tickets playing 'skee ball'. If he was trying to buy candy that cost five tickets a piece, how many could he buy?
Solution: 3 (pieces of candy)
Steps: (8+7)/5=3",3.OA.D.8,19
